date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-01-12 03:40:00,999.64,-0.04,273.15,-2.37,84.2,6.09,5.13,0.96,3.2,5.13,1272.55,1.86,3.17,192.4,0.0,0.0,0.0,0.0,0.0,10.49,430.2
2020-01-12 03:50:00,999.7,0.02,273.2,-2.35,84.0,6.11,5.14,0.98,3.2,5.14,1272.36,1.46,3.17,195.4,0.0,0.0,0.0,0.0,0.0,10.45,430.2
2020-01-12 04:00:00,999.58,0.11,273.3,-2.37,83.3,6.16,5.13,1.03,3.2,5.13,1271.8,2.11,3.37,185.0,0.0,0.0,0.0,0.0,0.0,10.41,430.9
2020-01-12 04:10:00,999.55,-0.13,273.06,-2.45,84.3,6.05,5.1,0.95,3.18,5.1,1272.88,0.98,1.72,224.3,0.0,0.0,0.0,0.0,0.0,10.39,431.0
2020-01-12 04:20:00,999.57,0.07,273.26,-2.28,84.1,6.14,5.16,0.98,3.22,5.16,1271.95,1.06,2.73,204.2,0.0,0.0,0.0,0.0,0.0,10.37,430.0
2020-01-12 04:30:00,999.52,0.27,273.47,-2.21,83.3,6.23,5.19,1.04,3.24,5.19,1270.91,1.09,2.32,196.1,0.0,0.0,0.0,0.0,0.0,10.36,429.6
2020-01-12 04:40:00,999.51,0.3,273.5,-2.26,82.8,6.24,5.17,1.07,3.22,5.17,1270.78,1.28,2.16,226.8,0.0,0.0,0.0,0.0,0.0,10.35,429.7
2020-01-12 04:50:00,999.46,0.31,273.51,-2.24,82.9,6.25,5.18,1.07,3.23,5.18,1270.66,1.55,2.24,214.4,0.0,0.0,0.0,0.0,0.0,10.34,428.5
2020-01-12 05:00:00,999.37,0.46,273.67,-2.15,82.5,6.32,5.21,1.11,3.25,5.22,1269.83,1.76,2.36,195.5,0.0,0.0,0.0,0.0,0.0,10.36,428.4
2020-01-12 05:10:00,999.29,0.45,273.67,-2.2,82.3,6.31,5.19,1.12,3.24,5.2,1269.79,1.9,2.77,199.7,0.0,0.0,0.0,0.0,0.0,10.37,429.2
2020-01-12 05:20:00,999.17,0.44,273.66,-2.18,82.5,6.31,5.2,1.1,3.25,5.21,1269.7,1.66,2.34,198.0,0.0,0.0,0.0,0.0,0.0,10.37,428.7
2020-01-12 05:30:00,999.13,0.37,273.6,-2.21,82.7,6.28,5.19,1.09,3.24,5.2,1269.94,1.57,2.46,202.7,0.0,0.0,0.0,0.0,0.0,10.39,429.6
2020-01-12 05:40:00,999.11,0.28,273.51,-2.24,83.1,6.23,5.18,1.05,3.23,5.18,1270.38,1.57,2.4,195.7,0.0,0.0,0.0,0.0,0.0,10.4,429.9
2020-01-12 05:50:00,999.02,0.24,273.47,-2.25,83.3,6.21,5.18,1.04,3.23,5.18,1270.46,1.15,2.18,201.9,0.0,0.0,0.0,0.0,0.0,10.41,429.9
2020-01-12 06:00:00,998.92,0.26,273.5,-2.23,83.3,6.22,5.18,1.04,3.23,5.19,1270.22,1.98,2.83,213.2,0.0,0.0,0.0,0.0,0.0,10.43,428.8
2020-01-12 06:10:00,998.85,0.39,273.64,-2.15,83.0,6.28,5.21,1.07,3.25,5.22,1269.51,2.31,3.43,215.4,0.0,0.0,0.0,0.0,0.0,10.43,428.5
2020-01-12 06:20:00,998.8,0.43,273.69,-2.17,82.6,6.3,5.21,1.1,3.25,5.21,1269.24,2.53,3.37,199.2,0.0,0.0,0.0,0.0,0.0,10.43,428.7
2020-01-12 06:30:00,998.77,0.42,273.68,-2.18,82.6,6.3,5.2,1.1,3.25,5.21,1269.25,2.51,3.35,198.7,0.0,0.0,0.0,0.0,0.0,10.41,428.9
2020-01-12 06:40:00,998.64,0.45,273.71,-2.12,82.8,6.31,5.22,1.09,3.26,5.23,1268.97,2.76,3.85,200.3,0.0,0.0,0.0,0.0,0.0,10.39,428.4
2020-01-12 06:50:00,998.63,0.46,273.73,-2.09,82.9,6.32,5.24,1.08,3.27,5.24,1268.89,2.39,3.17,193.1,0.0,0.0,0.0,0.0,0.0,10.36,429.3
2020-01-12 07:00:00,998.69,0.62,273.88,-2.0,82.5,6.39,5.27,1.12,3.29,5.28,1268.22,1.55,2.85,181.9,0.0,0.0,0.0,0.0,0.0,10.35,429.5
2020-01-12 07:10:00,998.54,0.58,273.86,-2.04,82.5,6.37,5.26,1.12,3.28,5.26,1268.2,1.16,2.28,188.5,0.0,0.0,0.0,0.0,0.0,10.35,430.3
2020-01-12 07:20:00,998.55,0.46,273.73,-2.06,83.1,6.31,5.25,1.07,3.27,5.25,1268.8,1.1,2.08,190.5,0.0,0.0,0.0,0.0,0.0,10.37,430.5
2020-01-12 07:30:00,998.52,0.53,273.81,-1.96,83.3,6.35,5.29,1.06,3.3,5.3,1268.39,1.57,3.69,182.0,0.0,0.0,0.0,0.0,0.0,10.41,429.9
2020-01-12 07:40:00,998.58,0.65,273.92,-1.91,82.9,6.4,5.31,1.09,3.31,5.31,1267.93,1.28,3.61,182.4,0.0,0.0,0.0,0.0,0.0,10.46,429.8
2020-01-12 07:50:00,998.5,0.58,273.86,-1.96,83.0,6.37,5.29,1.08,3.3,5.3,1268.13,1.21,3.21,175.8,0.0,0.0,0.0,0.0,1.35,10.51,430.6
2020-01-12 08:00:00,998.32,0.45,273.74,-2.0,83.5,6.31,5.27,1.04,3.29,5.28,1268.52,1.92,4.09,161.7,0.0,0.0,0.8,2.32,4.44,10.56,431.5
2020-01-12 08:10:00,998.3,0.28,273.58,-2.01,84.5,6.23,5.27,0.97,3.29,5.28,1269.27,0.54,2.0,263.4,0.0,0.0,2.21,6.37,8.3,10.6,432.2
2020-01-12 08:20:00,998.23,0.25,273.55,-2.02,84.6,6.22,5.26,0.96,3.29,5.27,1269.33,2.36,3.57,201.7,0.0,0.0,2.82,11.2,15.83,10.64,432.5
2020-01-12 08:30:00,998.17,0.19,273.5,-2.0,85.1,6.19,5.27,0.92,3.29,5.28,1269.53,3.29,4.85,195.0,0.0,0.0,8.85,21.81,29.54,10.67,431.8
2020-01-12 08:40:00,998.12,0.23,273.54,-1.98,85.0,6.21,5.28,0.93,3.3,5.29,1269.28,3.17,4.17,196.4,0.0,0.0,18.11,40.54,54.05,10.69,432.1
2020-01-12 08:50:00,998.1,0.51,273.82,-1.79,84.5,6.34,5.36,0.98,3.34,5.37,1267.93,3.32,4.61,194.5,0.0,0.0,34.0,73.55,89.58,10.69,431.1
2020-01-12 09:00:00,998.0,0.89,274.21,-1.69,82.8,6.52,5.39,1.12,3.37,5.41,1266.03,2.95,4.09,186.5,0.0,0.0,49.7,108.3,119.88,10.69,431.3
2020-01-12 09:10:00,997.92,1.0,274.32,-1.63,82.5,6.57,5.42,1.15,3.38,5.43,1265.42,2.14,3.13,191.8,0.0,0.0,67.2,137.45,153.28,10.72,432.7
2020-01-12 09:20:00,997.78,1.08,274.42,-1.53,82.6,6.61,5.46,1.15,3.41,5.47,1264.82,2.06,3.29,185.1,0.0,0.0,77.46,152.7,195.17,10.83,432.8
2020-01-12 09:30:00,997.82,1.42,274.75,-1.34,81.8,6.77,5.54,1.23,3.46,5.55,1263.3,1.57,2.36,175.8,0.0,0.0,116.7,217.37,252.32,11.01,432.5
2020-01-12 09:40:00,997.83,1.79,275.12,-1.21,80.4,6.95,5.59,1.36,3.49,5.6,1261.57,1.87,3.69,171.9,0.0,0.0,108.85,206.95,244.79,11.26,432.7
2020-01-12 09:50:00,997.72,1.94,275.28,-1.14,79.9,7.03,5.62,1.41,3.51,5.63,1260.72,2.76,4.53,172.4,0.0,0.0,109.05,207.72,276.45,11.55,431.3
2020-01-12 10:00:00,997.72,1.94,275.28,-1.13,80.0,7.03,5.62,1.41,3.51,5.64,1260.72,2.12,3.49,178.8,0.0,0.0,98.99,197.3,228.19,11.86,431.4
2020-01-12 10:10:00,997.69,2.03,275.37,-1.01,80.2,7.07,5.67,1.4,3.54,5.69,1260.26,1.98,3.13,176.6,0.0,0.0,132.6,258.69,296.91,12.15,431.2
2020-01-12 10:20:00,997.64,2.39,275.74,-0.83,79.2,7.26,5.75,1.51,3.59,5.76,1258.5,2.13,3.71,166.3,0.0,0.0,133.4,263.51,288.03,12.42,429.8
2020-01-12 10:30:00,997.54,2.71,276.06,-0.71,78.1,7.42,5.8,1.63,3.62,5.81,1256.92,2.2,3.45,160.3,0.0,0.0,130.18,260.23,286.68,12.68,427.7
2020-01-12 10:40:00,997.41,2.95,276.31,-0.65,77.1,7.55,5.82,1.73,3.64,5.84,1255.64,2.96,5.19,175.5,0.0,0.0,132.6,266.02,312.16,12.95,425.9
2020-01-12 10:50:00,997.33,3.32,276.7,-0.57,75.5,7.76,5.86,1.9,3.66,5.87,1253.82,3.22,5.77,180.4,0.0,0.0,180.48,353.09,403.67,13.21,424.6
2020-01-12 11:00:00,997.22,3.64,277.02,-0.36,75.0,7.93,5.95,1.98,3.72,5.96,1252.22,2.29,3.97,164.6,0.0,0.0,199.2,390.93,435.52,13.44,424.7
2020-01-12 11:10:00,997.0,3.95,277.35,-0.32,73.6,8.11,5.97,2.14,3.73,5.99,1250.51,3.33,5.21,159.8,0.0,0.0,250.5,480.5,528.18,13.66,425.4
2020-01-12 11:20:00,996.71,4.31,277.73,-0.14,72.7,8.31,6.04,2.27,3.78,6.06,1248.5,3.37,5.69,166.7,0.0,0.0,274.45,526.25,569.5,13.91,423.9
2020-01-12 11:30:00,996.43,4.51,277.95,-0.14,71.7,8.43,6.05,2.39,3.78,6.07,1247.25,3.19,5.49,177.9,0.0,0.0,180.28,361.78,586.68,14.18,422.2
2020-01-12 11:40:00,996.25,4.48,277.93,-0.19,71.6,8.41,6.02,2.39,3.77,6.05,1247.18,3.3,6.29,171.4,0.0,0.0,185.51,370.08,650.39,14.46,423.2
2020-01-12 11:50:00,995.93,4.82,278.31,-0.14,70.1,8.62,6.04,2.58,3.78,6.07,1245.21,3.31,6.09,161.2,0.0,0.0,343.46,650.39,715.25,14.71,424.4
2020-01-12 12:00:00,995.91,5.29,278.78,-0.24,67.36,8.91,6.0,2.91,3.76,6.03,1243.1,3.24,7.65,154.4,0.0,0.0,258.55,502.12,674.52,14.93,422.8
2020-01-12 12:10:00,995.88,5.47,278.96,-0.33,66.1,9.02,5.96,3.06,3.73,5.99,1242.3,3.72,7.13,172.6,0.0,0.0,326.96,626.25,697.49,15.15,421.9
2020-01-12 12:20:00,995.97,5.53,279.01,-0.42,65.43,9.05,5.92,3.13,3.71,5.95,1242.17,3.89,7.17,173.1,0.0,0.0,288.53,557.53,632.62,15.38,420.9
2020-01-12 12:30:00,995.83,5.66,279.15,-0.34,65.19,9.14,5.96,3.18,3.73,5.98,1241.41,2.48,4.25,173.8,0.0,0.0,212.27,417.57,622.39,15.61,422.0
2020-01-12 12:40:00,995.72,5.08,278.58,-0.65,66.37,8.78,5.83,2.95,3.65,5.85,1243.9,3.61,6.05,158.7,0.0,0.0,150.91,304.44,341.31,15.85,426.2
2020-01-12 12:50:00,995.79,4.67,278.17,-0.82,67.41,8.53,5.75,2.78,3.6,5.77,1245.85,3.13,6.01,161.2,0.0,0.0,145.88,292.08,301.93,16.07,423.2
2020-01-12 13:00:00,995.74,4.5,278.0,-0.88,67.94,8.43,5.73,2.7,3.58,5.75,1246.58,3.37,4.83,155.9,0.0,0.0,139.64,279.73,309.65,16.21,424.1
2020-01-12 13:10:00,995.67,4.33,277.83,-0.94,68.48,8.33,5.7,2.62,3.57,5.73,1247.26,3.08,5.45,157.4,0.0,0.0,132.39,265.25,275.29,16.28,423.5
2020-01-12 13:20:00,995.72,4.29,277.79,-0.89,68.91,8.3,5.72,2.58,3.58,5.75,1247.51,2.21,3.75,183.3,0.0,0.0,124.14,251.74,260.04,16.29,423.6
2020-01-12 13:30:00,995.65,4.19,277.7,-1.0,68.83,8.25,5.68,2.57,3.55,5.7,1247.87,2.59,3.69,173.3,0.0,0.0,100.0,206.95,233.98,16.26,423.5
2020-01-12 13:40:00,995.59,4.13,277.64,-1.16,68.3,8.21,5.61,2.6,3.51,5.63,1248.08,2.06,3.63,174.1,0.0,0.0,78.67,167.76,179.34,16.22,423.2
2020-01-12 13:50:00,995.46,4.13,277.65,-1.69,65.69,8.21,5.39,2.82,3.38,5.42,1248.03,3.87,6.85,185.1,0.0,0.0,73.24,158.11,166.02,16.17,422.6
2020-01-12 14:00:00,995.64,3.96,277.47,-1.71,66.37,8.11,5.39,2.73,3.37,5.41,1249.04,2.47,4.45,179.5,0.0,0.0,78.27,169.3,171.04,16.08,423.2
2020-01-12 14:10:00,995.77,3.77,277.26,-1.68,67.43,8.0,5.4,2.61,3.38,5.42,1250.07,2.71,4.77,203.5,0.0,0.0,81.29,174.9,184.94,15.95,423.8
2020-01-12 14:20:00,995.95,3.67,277.15,-1.64,68.09,7.95,5.41,2.54,3.39,5.44,1250.71,2.07,3.28,200.0,0.0,0.0,87.73,185.52,190.15,15.8,423.6
2020-01-12 14:30:00,995.94,3.65,277.13,-1.73,67.74,7.94,5.38,2.56,3.36,5.4,1250.83,2.66,3.85,202.1,0.0,0.0,91.15,192.28,202.9,15.66,422.8
2020-01-12 14:40:00,995.92,3.6,277.08,-1.7,68.14,7.91,5.39,2.52,3.37,5.41,1251.02,2.73,5.11,200.8,0.0,0.0,82.9,177.41,186.29,15.54,423.3
2020-01-12 14:50:00,995.83,3.42,276.91,-1.78,68.65,7.81,5.36,2.45,3.35,5.38,1251.75,3.37,5.45,203.3,0.0,0.0,81.89,174.13,177.41,15.43,423.2
2020-01-12 15:00:00,995.96,3.33,276.81,-1.71,69.38,7.76,5.39,2.38,3.37,5.41,1252.28,2.52,4.05,194.3,0.0,0.0,64.39,141.7,164.67,15.32,423.8
2020-01-12 15:10:00,995.86,3.21,276.7,-1.72,69.94,7.69,5.38,2.31,3.37,5.4,1252.72,3.89,6.37,193.2,0.0,0.0,48.29,109.46,123.94,15.19,424.5
2020-01-12 15:20:00,996.08,3.25,276.72,-1.73,69.71,7.72,5.38,2.34,3.37,5.4,1252.79,2.42,4.69,203.5,0.0,0.0,97.99,174.32,199.03,15.05,424.4
2020-01-12 15:30:00,996.07,3.6,277.07,-1.56,68.85,7.91,5.45,2.46,3.41,5.47,1251.17,3.5,6.13,201.0,0.0,0.0,85.11,154.83,179.92,14.91,424.4
2020-01-12 15:40:00,995.99,3.53,277.0,-1.56,69.24,7.87,5.45,2.42,3.41,5.47,1251.42,4.63,7.65,211.0,0.0,0.0,46.28,95.56,143.05,14.83,424.5
2020-01-12 15:50:00,996.02,3.21,276.69,-1.71,70.0,7.7,5.39,2.31,3.37,5.41,1252.9,5.82,8.93,216.6,0.0,0.0,24.95,59.85,76.83,14.78,424.6
2020-01-12 16:00:00,996.12,2.93,276.4,-1.56,72.2,7.54,5.45,2.1,3.41,5.47,1254.26,1.62,4.49,156.1,0.0,0.0,15.9,45.56,49.03,14.68,427.4
2020-01-12 16:10:00,996.03,2.8,276.27,-1.71,72.1,7.47,5.39,2.08,3.37,5.41,1254.8,2.5,4.17,177.0,0.0,0.0,11.87,35.71,41.31,14.53,426.7
2020-01-12 16:20:00,995.94,2.72,276.2,-1.82,71.9,7.43,5.34,2.09,3.34,5.36,1255.06,2.67,4.79,180.2,0.0,0.0,6.84,24.13,29.92,14.36,425.8
2020-01-12 16:30:00,995.96,2.59,276.07,-1.91,72.1,7.36,5.31,2.05,3.32,5.33,1255.68,2.24,3.28,207.6,0.0,0.0,3.02,14.48,18.73,14.2,426.1
2020-01-12 16:40:00,995.86,2.46,275.95,-1.92,72.7,7.29,5.3,1.99,3.32,5.32,1256.16,2.8,5.05,195.7,0.0,0.0,0.8,6.56,9.46,14.05,425.5
2020-01-12 16:50:00,995.81,2.44,275.93,-1.81,73.4,7.28,5.35,1.94,3.35,5.37,1256.17,2.02,3.89,186.8,0.0,0.0,0.0,2.51,3.09,13.9,425.7
2020-01-12 17:00:00,995.83,2.49,275.98,-1.72,73.6,7.31,5.38,1.93,3.37,5.4,1255.93,2.3,3.57,188.6,0.0,0.0,0.0,0.0,1.35,13.76,426.0
2020-01-12 17:10:00,995.82,2.62,276.11,-1.64,73.4,7.38,5.41,1.96,3.39,5.44,1255.33,2.58,4.17,176.0,0.0,0.0,0.0,0.0,0.0,13.67,425.5
2020-01-12 17:20:00,995.67,2.6,276.1,-1.66,73.4,7.37,5.41,1.96,3.39,5.43,1255.22,3.74,5.85,162.7,0.0,0.0,0.0,0.0,0.0,13.62,426.6
2020-01-12 17:30:00,995.72,2.53,276.03,-1.63,73.9,7.33,5.42,1.91,3.39,5.44,1255.58,3.21,5.73,166.4,0.0,0.0,0.0,0.0,0.0,13.6,428.2
2020-01-12 17:40:00,995.9,2.52,276.01,-1.53,74.5,7.33,5.46,1.87,3.42,5.48,1255.83,2.49,4.41,178.1,0.0,0.0,0.0,0.0,0.0,13.57,428.7
2020-01-12 17:50:00,996.19,2.67,276.13,-1.41,74.4,7.4,5.51,1.9,3.45,5.53,1255.52,2.24,4.35,182.9,0.0,0.0,0.0,0.0,0.0,13.55,427.2
2020-01-12 18:00:00,996.34,2.74,276.19,-1.35,74.3,7.44,5.53,1.91,3.46,5.55,1255.36,2.01,3.2,174.5,0.0,0.0,0.0,0.0,0.0,13.54,428.9
2020-01-12 18:10:00,996.28,2.81,276.27,-1.23,74.6,7.48,5.58,1.9,3.49,5.6,1254.94,3.09,4.21,153.2,0.0,0.0,0.0,0.0,0.0,13.57,427.5
2020-01-12 18:20:00,996.29,2.94,276.39,-1.06,74.9,7.55,5.65,1.89,3.54,5.67,1254.36,2.86,5.65,183.9,0.0,0.0,0.0,0.0,0.0,13.61,426.2
2020-01-12 18:30:00,996.27,3.0,276.45,-0.98,75.0,7.58,5.69,1.9,3.56,5.71,1254.03,1.98,2.96,170.5,0.0,0.0,0.0,0.0,0.0,13.66,426.4
2020-01-12 18:40:00,996.3,3.19,276.64,-0.63,75.9,7.68,5.83,1.85,3.65,5.85,1253.13,4.04,7.17,199.3,0.0,0.0,0.0,0.0,0.0,13.71,424.6
2020-01-12 18:50:00,996.2,3.38,276.85,-0.44,75.9,7.79,5.91,1.88,3.7,5.94,1252.1,5.23,8.03,203.6,0.0,0.0,0.0,0.0,0.0,13.75,423.8
2020-01-12 19:00:00,996.22,3.39,276.85,-0.38,76.2,7.8,5.94,1.86,3.72,5.96,1252.06,5.82,8.57,207.1,0.0,0.0,0.0,0.0,0.0,13.73,423.6
2020-01-12 19:10:00,996.37,3.47,276.91,-0.29,76.3,7.84,5.98,1.86,3.74,6.0,1251.9,5.59,9.79,204.4,0.0,0.0,0.0,0.0,0.0,13.66,423.5
2020-01-12 19:20:00,996.43,3.38,276.83,-0.02,78.3,7.79,6.1,1.69,3.82,6.12,1252.3,3.21,6.01,199.8,0.0,300.0,0.0,0.0,0.0,13.64,423.8
2020-01-12 19:30:00,996.47,3.22,276.66,0.15,80.2,7.7,6.18,1.52,3.86,6.2,1253.04,3.23,6.77,197.9,0.0,0.0,0.0,0.0,0.0,13.55,424.0
2020-01-12 19:40:00,996.49,3.47,276.91,0.15,78.8,7.84,6.17,1.66,3.86,6.2,1251.95,4.24,6.93,208.8,0.0,0.0,0.0,0.0,0.0,13.47,423.6
2020-01-12 19:50:00,996.49,3.65,277.09,0.13,77.7,7.94,6.17,1.77,3.86,6.19,1251.13,5.43,9.37,212.2,0.0,0.0,0.0,0.0,0.0,13.41,423.1
2020-01-12 20:00:00,996.43,3.86,277.3,0.07,76.2,8.06,6.14,1.92,3.84,6.16,1250.12,6.88,10.45,214.2,0.0,0.0,0.0,0.0,0.0,13.36,423.0
2020-01-12 20:10:00,996.65,3.94,277.36,0.05,75.7,8.1,6.13,1.97,3.84,6.15,1250.05,5.56,10.15,214.0,0.0,0.0,0.0,0.0,0.0,13.3,423.1
2020-01-12 20:20:00,996.81,4.0,277.42,0.14,75.8,8.14,6.17,1.97,3.86,6.19,1249.95,4.53,7.21,213.5,0.0,0.0,0.0,0.0,0.0,13.24,423.3
2020-01-12 20:30:00,996.53,4.12,277.56,0.2,75.5,8.21,6.2,2.01,3.88,6.22,1249.04,7.59,10.09,212.5,0.0,0.0,0.0,0.0,0.0,13.21,423.2
2020-01-12 20:40:00,996.6,4.21,277.64,0.32,75.7,8.26,6.25,2.01,3.91,6.27,1248.73,6.69,9.69,212.3,0.0,0.0,0.0,0.0,0.0,13.2,423.1
2020-01-12 20:50:00,996.67,4.16,277.58,0.32,76.0,8.23,6.25,1.97,3.91,6.27,1249.02,6.83,10.05,214.7,0.0,0.0,0.0,0.0,0.0,13.19,423.2
2020-01-12 21:00:00,996.6,4.08,277.51,0.3,76.3,8.18,6.24,1.94,3.9,6.26,1249.31,7.37,10.17,213.6,0.0,0.0,0.0,0.0,0.0,13.17,423.2
2020-01-12 21:10:00,996.4,4.03,277.48,0.31,76.6,8.16,6.25,1.91,3.91,6.27,1249.26,7.36,11.14,205.8,0.0,0.0,0.0,0.0,0.0,13.15,423.3
2020-01-12 21:20:00,996.38,3.95,277.4,0.29,76.9,8.11,6.24,1.87,3.9,6.26,1249.6,6.48,9.69,205.8,0.0,0.0,0.0,0.0,0.0,13.1,423.4
2020-01-12 21:30:00,996.44,3.82,277.26,0.25,77.4,8.03,6.22,1.82,3.89,6.24,1250.28,4.72,8.65,199.5,0.0,0.0,0.0,0.0,0.0,13.03,423.6
2020-01-12 21:40:00,996.74,3.8,277.22,0.28,77.7,8.02,6.23,1.79,3.9,6.26,1250.73,4.2,5.99,203.8,0.0,0.0,0.0,0.0,0.0,12.96,423.8
2020-01-12 21:50:00,996.86,3.79,277.2,0.28,77.8,8.02,6.24,1.78,3.9,6.26,1250.95,5.91,10.13,209.5,0.0,0.0,0.0,0.0,0.0,12.9,423.7
2020-01-12 22:00:00,996.9,3.6,277.01,0.21,78.4,7.91,6.2,1.71,3.88,6.22,1251.85,4.39,7.21,202.2,0.0,0.0,0.0,0.0,0.0,12.87,424.2
2020-01-12 22:10:00,996.84,3.54,276.95,0.24,78.9,7.88,6.21,1.66,3.89,6.23,1252.05,3.87,6.55,191.9,0.0,0.0,0.0,0.0,0.0,12.84,424.1
2020-01-12 22:20:00,996.74,3.56,276.97,0.34,79.4,7.89,6.26,1.62,3.92,6.28,1251.83,4.56,6.81,196.9,0.0,0.0,0.0,0.0,0.0,12.82,423.8
2020-01-12 22:30:00,996.66,3.62,277.04,0.4,79.4,7.92,6.29,1.63,3.93,6.31,1251.43,5.73,8.77,207.7,0.0,0.0,0.0,0.0,0.0,12.8,423.8
2020-01-12 22:40:00,996.5,3.5,276.94,0.37,79.9,7.85,6.28,1.58,3.93,6.3,1251.77,6.99,10.8,213.8,0.0,0.0,0.0,0.0,0.0,12.79,423.6
2020-01-12 22:50:00,996.47,3.45,276.89,0.4,80.3,7.83,6.29,1.54,3.93,6.31,1251.95,6.91,10.94,214.7,0.0,0.0,0.0,0.0,0.0,12.72,423.6
2020-01-12 23:00:00,996.72,3.46,276.88,0.43,80.5,7.83,6.3,1.53,3.94,6.32,1252.24,4.85,8.89,220.9,0.0,0.0,0.0,0.0,0.0,12.62,423.6
2020-01-12 23:10:00,997.07,3.38,276.77,0.44,81.0,7.79,6.31,1.48,3.94,6.33,1253.04,2.87,5.45,213.5,0.0,0.0,0.0,0.0,0.0,12.52,423.8
2020-01-12 23:20:00,997.19,3.34,276.72,0.49,81.5,7.76,6.33,1.44,3.96,6.35,1253.34,4.45,8.21,200.7,0.0,0.0,0.0,0.0,0.0,12.45,424.1
2020-01-12 23:30:00,997.28,3.38,276.75,0.51,81.4,7.79,6.34,1.45,3.96,6.35,1253.29,3.68,6.77,186.0,0.0,0.0,0.0,0.0,0.0,12.42,424.1
2020-01-12 23:40:00,997.29,3.25,276.62,0.45,81.8,7.71,6.31,1.4,3.95,6.33,1253.89,3.05,4.57,182.6,0.0,0.0,0.0,0.0,0.0,12.42,424.5
2020-01-12 23:50:00,997.36,3.0,276.37,0.33,82.5,7.58,6.25,1.33,3.91,6.27,1255.12,2.92,5.61,173.2,0.0,0.0,0.0,0.0,0.0,12.45,425.1
2020-01-13 00:00:00,997.35,2.71,276.08,0.16,83.2,7.43,6.18,1.25,3.86,6.2,1256.46,2.59,3.69,164.5,0.0,0.0,0.0,0.0,0.0,12.51,426.3
2020-01-13 00:10:00,997.27,2.51,275.89,0.13,84.2,7.32,6.16,1.16,3.85,6.18,1257.28,2.28,3.89,171.9,0.0,0.0,0.0,0.0,0.0,12.58,428.2
2020-01-13 00:20:00,997.25,2.41,275.79,0.14,84.9,7.27,6.17,1.1,3.86,6.19,1257.73,3.2,5.11,169.3,0.0,0.0,0.0,0.0,0.0,12.64,427.4
2020-01-13 00:30:00,997.31,2.47,275.84,0.23,85.1,7.3,6.21,1.09,3.88,6.23,1257.51,1.88,3.29,177.8,0.0,0.0,0.0,0.0,0.0,12.67,426.8
2020-01-13 00:40:00,997.28,2.75,276.12,0.53,85.3,7.44,6.35,1.09,3.97,6.37,1256.14,1.89,4.13,187.3,0.0,0.0,0.0,0.0,0.0,12.7,426.0
2020-01-13 00:50:00,997.2,3.0,276.39,0.61,84.2,7.58,6.38,1.2,3.99,6.4,1254.84,1.2,2.4,175.8,0.0,0.0,0.0,0.0,0.0,12.74,426.0
2020-01-13 01:00:00,997.09,3.09,276.48,0.71,84.3,7.63,6.43,1.2,4.02,6.45,1254.31,2.6,3.49,174.6,0.0,0.0,0.0,0.0,0.0,12.81,425.4
2020-01-13 01:10:00,997.1,3.13,276.52,0.75,84.3,7.65,6.45,1.2,4.03,6.47,1254.15,2.24,4.29,179.3,0.0,0.0,0.0,0.0,0.0,12.89,425.2
2020-01-13 01:20:00,997.12,3.14,276.53,0.78,84.4,7.66,6.46,1.19,4.04,6.48,1254.08,2.31,4.01,179.8,0.0,0.0,0.0,0.0,0.0,12.98,425.6
2020-01-13 01:30:00,997.13,3.21,276.6,0.86,84.5,7.69,6.5,1.19,4.07,6.52,1253.78,2.52,4.05,182.0,0.0,0.0,0.0,0.0,0.0,13.06,425.1
2020-01-13 01:40:00,997.2,3.44,276.82,1.0,84.0,7.82,6.57,1.25,4.11,6.59,1252.81,2.19,4.41,185.7,0.0,0.0,0.0,0.0,0.0,13.13,424.4
2020-01-13 01:50:00,997.21,3.49,276.87,1.02,83.8,7.85,6.58,1.27,4.11,6.6,1252.56,1.81,3.08,172.9,0.0,0.0,0.0,0.0,0.0,13.18,424.4
2020-01-13 02:00:00,997.17,3.25,276.63,0.88,84.4,7.71,6.51,1.2,4.07,6.53,1253.65,1.16,2.36,184.3,0.0,0.0,0.0,0.0,0.0,13.21,425.1
2020-01-13 02:10:00,997.21,3.3,276.68,0.98,84.7,7.74,6.56,1.18,4.1,6.58,1253.44,1.18,2.36,171.7,0.0,0.0,0.0,0.0,0.0,13.25,425.0
2020-01-13 02:20:00,997.23,3.3,276.68,0.93,84.4,7.74,6.54,1.21,4.09,6.55,1253.48,1.2,2.32,58.62,0.0,0.0,0.0,0.0,0.0,13.29,425.6
2020-01-13 02:30:00,997.27,3.18,276.55,0.91,85.0,7.68,6.52,1.15,4.08,6.54,1254.09,2.1,3.57,117.9,0.0,0.0,0.0,0.0,0.0,13.33,426.3
2020-01-13 02:40:00,997.24,3.09,276.47,0.84,85.1,7.63,6.49,1.14,4.06,6.51,1254.45,1.87,3.18,170.5,0.0,0.0,0.0,0.0,0.0,13.35,426.7
2020-01-13 02:50:00,997.18,2.9,276.28,0.84,86.3,7.52,6.49,1.03,4.06,6.51,1255.27,2.21,3.67,205.3,0.0,0.0,0.0,0.0,0.0,13.38,426.9
